time,survival_target,survival_reconstructed,n_risk,n_events,n_censored,interval_error
1.2431330238331633,0.9161511691291456,0.9161511691291456,273,1,0,0.0
1.3085037157389638,0.9127829663014646,0.9127829663014649,272,1,0,3.3306690738754696e-16
1.4027125231576258,0.909414763473784,0.9094147634737842,271,1,0,2.220446049250313e-16
1.4233433805935176,0.9060465606461032,0.9060465606461036,270,1,0,3.3306690738754696e-16
1.4271073221816115,0.9026783578184224,0.9026783578184229,269,1,0,4.440892098500626e-16
1.429387879641948,0.9026783578184224,0.9026783578184229,268,0,1,4.440892098500626e-16
1.4505747220417924,0.8992975399988776,0.8992975399988782,267,1,0,5.551115123125783e-16
1.5107251324818831,0.8959167221793327,0.8959167221793335,266,1,0,7.771561172376096e-16
1.5150368527314662,0.8959167221793327,0.8959167221793335,265,0,1,7.771561172376096e-16
1.535174821249369,0.8925230982316841,0.8925230982316845,264,1,0,4.440892098500626e-16
1.5352259814483322,0.8891294742840347,0.8891294742840355,263,1,0,8.881784197001252e-16
1.6390875598231434,0.8891294742840347,0.8891294742840355,262,0,1,8.881784197001252e-16
1.6433538732924042,0.8857228479457813,0.8857228479457825,261,1,0,1.2212453270876722e-15
1.722191823951291,0.8823162216075281,0.8823162216075295,260,1,0,1.4432899320127035e-15
1.7764459453141908,0.8823162216075281,0.8823162216075295,259,0,1,1.4432899320127035e-15
1.8157517464805624,0.8788963912912201,0.8788963912912213,258,1,0,1.2212453270876722e-15
1.871785862346515,0.8754765609749114,0.8754765609749131,257,1,0,1.6653345369377348e-15
1.9620178141273945,0.8720567306586031,0.8720567306586049,256,1,0,1.7763568394002505e-15
2.0041714333955083,0.8686369003422951,0.8686369003422967,255,1,0,1.5543122344752192e-15
2.0073216738888267,0.865217070025987,0.8652170700259885,254,1,0,1.4432899320127035e-15
2.1489262746292632,0.8617972397096787,0.8617972397096803,253,1,0,1.5543122344752192e-15
2.164119483955723,0.85837740939337,0.858377409393372,252,1,0,1.9984014443252818e-15
2.3290572834331456,0.8549575790770618,0.8549575790770638,251,1,0,1.9984014443252818e-15
2.360607723295819,0.8515377487607537,0.8515377487607556,250,1,0,1.887379141862766e-15
2.396606165541488,0.848117918444446,0.8481179184444473,249,1,0,1.3322676295501878e-15
2.538289223377789,0.8446980881281376,0.8446980881281391,248,1,0,1.4432899320127035e-15
2.558270225881349,0.8412782578118289,0.8412782578118307,247,1,0,1.887379141862766e-15
2.7244349180938627,0.8378584274955213,0.8378584274955225,246,1,0,1.2212453270876722e-15
2.795430519154034,0.8344385971792129,0.8344385971792142,245,1,0,1.3322676295501878e-15
3.011563252513815,0.8310187668629042,0.831018766862906,244,1,0,1.7763568394002505e-15
3.0156563607475073,0.8275989365465964,0.8275989365465978,243,1,0,1.3322676295501878e-15
3.016135149208445,0.8241791062302878,0.8241791062302896,242,1,0,1.7763568394002505e-15
3.0577413460428877,0.8207592759139796,0.8207592759139813,241,1,0,1.7763568394002505e-15
3.0782872140054387,0.8173394455976717,0.8173394455976731,240,1,0,1.4432899320127035e-15
3.15834892255662,0.8139196152813635,0.8139196152813649,239,1,0,1.4432899320127035e-15
3.2672909920080113,0.8104997849650551,0.8104997849650567,238,1,0,1.5543122344752192e-15
3.3195956822133392,0.8104997849650551,0.8104997849650567,237,0,1,1.5543122344752192e-15
3.437136496007649,0.8070654638423216,0.8070654638423235,236,1,0,1.887379141862766e-15
3.4452801306056755,0.8036311427195885,0.8036311427195901,235,1,0,1.6653345369377348e-15
3.4511748707381185,0.8001968215968547,0.8001968215968569,234,1,0,2.220446049250313e-15
3.5033157192832074,0.7967625004741217,0.7967625004741237,233,1,0,1.9984014443252818e-15
3.520461626672092,0.7933281793513882,0.7933281793513904,232,1,0,2.220446049250313e-15
3.582590586805544,0.7898938582286553,0.7898938582286572,231,1,0,1.887379141862766e-15
3.787357234448847,0.7864595371059221,0.786459537105924,230,1,0,1.887379141862766e-15
3.8733066882756777,0.7830252159831887,0.7830252159831906,229,1,0,1.887379141862766e-15
3.895576989509834,0.7795908948604555,0.7795908948604573,228,1,0,1.7763568394002505e-15
3.906682829000272,0.7761565737377223,0.776156573737724,227,1,0,1.6653345369377348e-15
3.916998998897075,0.7727222526149887,0.7727222526149906,226,1,0,1.887379141862766e-15
3.9646613566333664,0.7692879314922552,0.7692879314922573,225,1,0,2.1094237467877974e-15
3.9980131886424704,0.7658536103695223,0.765853610369524,224,1,0,1.7763568394002505e-15
4.025144378673523,0.7624192892467888,0.7624192892467907,223,1,0,1.887379141862766e-15
4.037974059293503,0.7589849681240554,0.7589849681240575,222,1,0,2.1094237467877974e-15
4.212649125213471,0.7555506470013227,0.7555506470013242,221,1,0,1.5543122344752192e-15
4.234619886472414,0.7521163258785891,0.752116325878591,220,1,0,1.887379141862766e-15
4.262706229080302,0.7486820047558557,0.7486820047558578,219,1,0,2.1094237467877974e-15
4.281418819041967,0.7452476836331225,0.7452476836331245,218,1,0,1.9984014443252818e-15
4.345691425550163,0.7418133625103894,0.7418133625103913,217,1,0,1.887379141862766e-15
4.486465411422265,0.7383790413876556,0.738379041387658,216,1,0,2.3314683517128287e-15
4.517321284229999,0.7349447202649224,0.7349447202649247,215,1,0,2.3314683517128287e-15
4.568667893973511,0.7315103991421896,0.7315103991421915,214,1,0,1.887379141862766e-15
4.608921689925112,0.728076078019456,0.7280760780194583,213,1,0,2.3314683517128287e-15
4.616107800532816,0.7246417568967228,0.7246417568967249,212,1,0,2.1094237467877974e-15
4.646430594417233,0.7212074357739894,0.7212074357739916,211,1,0,2.220446049250313e-15
4.6655816194467326,0.7177731146512561,0.7177731146512584,210,1,0,2.220446049250313e-15
4.667927706540898,0.7143387935285228,0.714338793528525,209,1,0,2.220446049250313e-15
4.671628476995529,0.7109044724057895,0.7109044724057918,208,1,0,2.3314683517128287e-15
4.671689700324032,0.7074701512830565,0.7074701512830585,207,1,0,1.9984014443252818e-15
4.7663583754421195,0.7040358301603232,0.7040358301603251,206,1,0,1.887379141862766e-15
4.935249959784549,0.7006015090375896,0.7006015090375918,205,1,0,2.220446049250313e-15
4.991229553149092,0.6971671879148563,0.6971671879148585,204,1,0,2.220446049250313e-15
5.158328389826335,0.6937328667921234,0.6937328667921252,203,1,0,1.7763568394002505e-15
5.251901583566907,0.6902985456693899,0.6902985456693919,202,1,0,1.9984014443252818e-15
5.335701049376329,0.6902985456693899,0.6902985456693919,201,0,1,1.9984014443252818e-15
5.397354013895142,0.6868470529410431,0.6868470529410449,200,1,0,1.7763568394002505e-15
5.466223538611061,0.6833955602126962,0.6833955602126979,199,1,0,1.6653345369377348e-15
5.493744380639549,0.6799440674843493,0.6799440674843509,198,1,0,1.5543122344752192e-15
5.540926910974753,0.6764925747560021,0.6764925747560039,197,1,0,1.7763568394002505e-15
5.605073306468729,0.6730410820276554,0.673041082027657,196,1,0,1.5543122344752192e-15
5.635093639407618,0.6695895892993086,0.66958958929931,195,1,0,1.4432899320127035e-15
5.678330009010746,0.6661380965709616,0.666138096570963,194,1,0,1.4432899320127035e-15
5.713794656806008,0.6626866038426146,0.662686603842616,193,1,0,1.4432899320127035e-15
5.796053795955778,0.6592351111142676,0.659235111114269,192,1,0,1.4432899320127035e-15
5.937446546052556,0.6557836183859207,0.6557836183859221,191,1,0,1.4432899320127035e-15
6.006943872188059,0.6523321256575738,0.6523321256575751,190,1,0,1.3322676295501878e-15
6.012707685371041,0.6488806329292268,0.6488806329292282,189,1,0,1.3322676295501878e-15
6.14888358020148,0.6454291402008799,0.6454291402008812,188,1,0,1.2212453270876722e-15
6.161040815551209,0.6419776474725332,0.6419776474725342,187,1,0,9.992007221626409e-16
6.2176371532995995,0.6385261547441856,0.6385261547441872,186,1,0,1.5543122344752192e-15
6.268037017262468,0.6350746620158391,0.6350746620158403,185,1,0,1.2212453270876722e-15
6.307214376434565,0.6350746620158391,0.6350746620158403,184,0,1,1.2212453270876722e-15
6.369709554098723,0.6316043086714899,0.6316043086714914,183,1,0,1.5543122344752192e-15
6.453983048769269,0.6316043086714899,0.6316043086714914,182,0,1,1.5543122344752192e-15
6.458802209690082,0.6316043086714899,0.6316043086714914,181,0,1,1.5543122344752192e-15
6.473336060878244,0.6280953958455371,0.6280953958455388,180,1,0,1.6653345369377348e-15
6.5515125780214145,0.6280953958455371,0.6280953958455388,179,0,1,1.6653345369377348e-15
6.5700672068821415,0.62456677002618,0.6245667700261818,178,1,0,1.7763568394002505e-15
6.605506565879308,0.621038144206823,0.6210381442068248,177,1,0,1.7763568394002505e-15
6.648287169578548,0.621038144206823,0.6210381442068248,176,0,1,1.7763568394002505e-15
6.674253806036869,0.6174893548113553,0.6174893548113572,175,1,0,1.9984014443252818e-15
6.786331183542006,0.6139405654158878,0.6139405654158896,174,1,0,1.7763568394002505e-15
6.855926151438157,0.6103917760204198,0.6103917760204219,173,1,0,2.1094237467877974e-15
6.856451822510608,0.6068429866249527,0.6068429866249544,172,1,0,1.6653345369377348e-15
6.968924446754561,0.6032941972294851,0.6032941972294869,171,1,0,1.7763568394002505e-15
7.196946165242636,0.5997454078340174,0.5997454078340193,170,1,0,1.887379141862766e-15
7.245559550182408,0.5997454078340174,0.5997454078340193,169,0,1,1.887379141862766e-15
7.258096863705307,0.5961754946921485,0.5961754946921501,168,1,0,1.6653345369377348e-15
7.261985332767637,0.5926055815502794,0.592605581550281,167,1,0,1.5543122344752192e-15
7.298133381982959,0.5890356684084098,0.5890356684084118,166,1,0,1.9984014443252818e-15
7.361724076001658,0.5854657552665411,0.5854657552665427,165,1,0,1.5543122344752192e-15
7.37159163128312,0.5818958421246717,0.5818958421246735,164,1,0,1.7763568394002505e-15
7.417129089664402,0.5783259289828023,0.5783259289828043,163,1,0,1.9984014443252818e-15
7.471760590687994,0.5747560158409335,0.5747560158409352,162,1,0,1.6653345369377348e-15
7.503854619654991,0.5711861026990641,0.571186102699066,161,1,0,1.887379141862766e-15
7.52102182595952,0.5676161895571952,0.5676161895571968,160,1,0,1.6653345369377348e-15
7.592009937870286,0.564046276415326,0.5640462764153277,159,1,0,1.6653345369377348e-15
7.763678090749431,0.5604763632734566,0.5604763632734585,158,1,0,1.887379141862766e-15
7.818508200888811,0.5569064501315877,0.5569064501315893,157,1,0,1.6653345369377348e-15
7.869244188087384,0.5533365369897186,0.5533365369897202,156,1,0,1.5543122344752192e-15
7.912407233610942,0.5533365369897186,0.5533365369897202,155,0,1,1.5543122344752192e-15
8.10063271114741,0.5497434425936811,0.549743442593683,154,1,0,1.887379141862766e-15
8.19099491159124,0.5461503481976442,0.5461503481976459,153,1,0,1.6653345369377348e-15
8.203751215280775,0.542557253801607,0.5425572538016087,152,1,0,1.6653345369377348e-15
8.220029969349705,0.5389641594055697,0.5389641594055715,151,1,0,1.7763568394002505e-15
8.23446972166376,0.5353710650095328,0.5353710650095344,150,1,0,1.5543122344752192e-15
8.265858407879126,0.5353710650095328,0.5353710650095344,149,0,1,1.5543122344752192e-15
8.277132739698883,0.5317536929486576,0.5317536929486592,148,1,0,1.5543122344752192e-15
8.306866128251531,0.5281363208877825,0.528136320887784,147,1,0,1.4432899320127035e-15
8.355465388503246,0.5245189488269072,0.5245189488269087,146,1,0,1.5543122344752192e-15
8.399410701029574,0.5209015767660321,0.5209015767660335,145,1,0,1.4432899320127035e-15
8.431755421306255,0.5172842047051567,0.5172842047051583,144,1,0,1.6653345369377348e-15
8.50942846834804,0.5136668326442817,0.5136668326442831,143,1,0,1.4432899320127035e-15
8.610877723015491,0.5100494605834065,0.5100494605834079,142,1,0,1.4432899320127035e-15
8.69911747346161,0.506432088522531,0.5064320885225327,141,1,0,1.7763568394002505e-15
8.709176648483565,0.5028147164616559,0.5028147164616575,140,1,0,1.6653345369377348e-15
8.771511443928352,0.5028147164616559,0.5028147164616575,139,0,1,1.6653345369377348e-15
8.819624972482014,0.4991711315597597,0.49917113155976145,138,1,0,1.7763568394002505e-15
8.838544290948718,0.4991711315597597,0.49917113155976145,137,0,1,1.7763568394002505e-15
8.895459157199312,0.4955007555924084,0.4955007555924103,136,1,0,1.887379141862766e-15
9.007969264825553,0.491830379625057,0.4918303796250591,135,1,0,2.1094237467877974e-15
9.178022273625189,0.4881600036577059,0.4881600036577079,134,1,0,1.9984014443252818e-15
9.18628229881737,0.4844896276903546,0.4844896276903567,133,1,0,2.1094237467877974e-15
9.20702241191835,0.4808192517230034,0.4808192517230055,132,1,0,2.1094237467877974e-15
9.34458277624491,0.4771488757556523,0.4771488757556543,131,1,0,1.9984014443252818e-15
9.370732514540896,0.4734784997883012,0.47347849978830314,130,1,0,1.942890293094024e-15
9.38954567213144,0.46980812382095,0.46980812382095194,129,1,0,1.942890293094024e-15
9.531082657372872,0.4661377478535989,0.46613774785360074,128,1,0,1.8318679906315083e-15
9.551367685631204,0.4624673718862477,0.46246737188624953,127,1,0,1.8318679906315083e-15
9.78581603739232,0.4587969959188968,0.4587969959188984,126,1,0,1.609823385706477e-15
9.83579200340476,0.4551266199515455,0.4551266199515472,125,1,0,1.6653345369377348e-15
9.908556801872406,0.451456243984194,0.451456243984196,124,1,0,1.9984014443252818e-15
10.06408354406149,0.4477858680168431,0.4477858680168448,123,1,0,1.6653345369377348e-15
10.185420682093348,0.4477858680168431,0.4477858680168448,122,0,1,1.6653345369377348e-15
10.280407128257664,0.4440851583638112,0.444085158363813,121,1,0,1.8318679906315083e-15
10.38304793885698,0.4403844487107796,0.44038444871078125,120,1,0,1.6653345369377348e-15
10.40606662942291,0.4366837390577479,0.4366837390577495,119,1,0,1.609823385706477e-15
10.57278026656334,0.432983029404716,0.4329830294047177,118,1,0,1.7208456881689926e-15
10.725591004236753,0.4292823197516842,0.42928231975168596,117,1,0,1.7763568394002505e-15
10.81167806983507,0.4255816100986525,0.4255816100986542,116,1,0,1.7208456881689926e-15
10.993180074288937,0.4218809004456208,0.42188090044562243,115,1,0,1.609823385706477e-15
11.124069632513969,0.418180190792589,0.41818019079259067,114,1,0,1.6653345369377348e-15
11.500527241673009,0.414479481139557,0.4144794811395589,113,1,0,1.887379141862766e-15
11.506696871823731,0.4107787714865253,0.41077877148652714,112,1,0,1.8318679906315083e-15
11.861767056647562,0.4107787714865253,0.41077877148652714,111,0,1,1.8318679906315083e-15
11.87556531901694,0.4070444190184658,0.40704441901846783,110,1,0,2.0539125955565396e-15
11.898932999349125,0.4033100665504066,0.4033100665504085,109,1,0,1.942890293094024e-15
11.920794622973858,0.3995757140823471,0.39957571408234915,108,1,0,2.0539125955565396e-15
11.933195106800037,0.3958413616142878,0.3958413616142898,107,1,0,1.9984014443252818e-15
11.961035117731006,0.3921070091462285,0.3921070091462305,106,1,0,1.9984014443252818e-15
12.01106167655385,0.3883726566781692,0.38837265667817117,105,1,0,1.942890293094024e-15
12.030028147036054,0.3846383042101099,0.38463830421011186,104,1,0,1.942890293094024e-15
12.084842938222073,0.3809039517420505,0.38090395174205255,103,1,0,2.0539125955565396e-15
12.10352241608896,0.3771695992739914,0.37716959927399324,102,1,0,1.8318679906315083e-15
12.160696862441412,0.3734352468059321,0.3734352468059339,101,1,0,1.7763568394002505e-15
12.186800393367388,0.3697008943378726,0.3697008943378745,100,1,0,1.887379141862766e-15
12.355902256530868,0.3659665418698135,0.3659665418698152,99,1,0,1.7208456881689926e-15
12.41280903239828,0.362232189401754,0.36223218940175583,98,1,0,1.8318679906315083e-15
12.445366029016585,0.3584978369336947,0.3584978369336965,97,1,0,1.8318679906315083e-15
12.618976008865982,0.3547634844656354,0.3547634844656372,96,1,0,1.8318679906315083e-15
12.781873231684449,0.351029131997576,0.35102913199757785,95,1,0,1.8318679906315083e-15
12.897061717900334,0.3472947795295169,0.34729477952951854,94,1,0,1.6653345369377348e-15
12.943576133942884,0.3435604270614575,0.34356042706145923,93,1,0,1.7208456881689926e-15
12.947562670202402,0.339826074593398,0.33982607459339986,92,1,0,1.887379141862766e-15
12.98522296152166,0.3360917221253388,0.33609172212534055,91,1,0,1.7763568394002505e-15
13.10949567146736,0.3323573696572794,0.33235736965728124,90,1,0,1.8318679906315083e-15
13.113203519928682,0.3286230171892202,0.3286230171892219,89,1,0,1.6653345369377348e-15
13.591798882288462,0.3248886647211608,0.32488866472116257,88,1,0,1.7763568394002505e-15
13.7199796875627,0.3211543122531013,0.32115431225310326,87,1,0,1.942890293094024e-15
14.027668583068149,0.3174199597850423,0.3174199597850439,86,1,0,1.609823385706477e-15
14.217630091559933,0.3136856073169828,0.3136856073169846,85,1,0,1.7763568394002505e-15
14.219441863801194,0.3099512548489236,0.3099512548489253,84,1,0,1.6653345369377348e-15
14.26008011274411,0.3062169023808643,0.3062169023808659,83,1,0,1.609823385706477e-15
14.295205636415725,0.302482549912805,0.30248254991280654,82,1,0,1.5543122344752192e-15
14.30958335077095,0.2987481974447454,0.2987481974447472,81,1,0,1.7763568394002505e-15
14.570756766642749,0.2950138449766862,0.29501384497668787,80,1,0,1.6653345369377348e-15
14.800174609051576,0.2912794925086269,0.29127949250862856,79,1,0,1.6653345369377348e-15
14.92826666900963,0.2875451400405677,0.28754514004056925,78,1,0,1.5543122344752192e-15
15.311478469017192,0.2838107875725083,0.2838107875725099,77,1,0,1.5543122344752192e-15
15.812934447399154,0.2800764351044489,0.2800764351044505,76,1,0,1.609823385706477e-15
15.93641428135152,0.2763420826363898,0.2763420826363912,75,1,0,1.3877787807814457e-15
15.938509310899423,0.2726077301683303,0.2726077301683319,74,1,0,1.609823385706477e-15
16.899536268154066,0.268873377700271,0.26887337770027253,73,1,0,1.5543122344752192e-15
17.098631896426586,0.2651390252322117,0.2651390252322132,72,1,0,1.4988010832439613e-15
17.24296578844876,0.2614046727641524,0.2614046727641539,71,1,0,1.4988010832439613e-15
18.244869952234783,0.2576703202960931,0.2576703202960946,70,1,0,1.4988010832439613e-15
18.28120282158212,0.2539359678280338,0.2539359678280353,69,1,0,1.4988010832439613e-15
18.68151388036616,0.2502016153599743,0.250201615359976,68,1,0,1.6653345369377348e-15
18.820699844274788,0.246467262891915,0.24646726289191662,67,1,0,1.609823385706477e-15
19.09180576623885,0.2427329104238557,0.24273291042385728,66,1,0,1.582067810090848e-15
19.48574394802045,0.2389985579557964,0.23899855795579794,65,1,0,1.5543122344752192e-15
20.065161681217063,0.2352642054877371,0.2352642054877386,64,1,0,1.4988010832439613e-15
20.099310002205453,0.2315298530196778,0.23152985301967927,63,1,0,1.4710455076283324e-15
20.41338556176468,0.2277955005516185,0.22779550055161993,62,1,0,1.4155343563970746e-15
20.52266615727135,0.2240611480835591,0.2240611480835606,61,1,0,1.4988010832439613e-15
20.62956937705626,0.2203267956154999,0.22032679561550123,60,1,0,1.3322676295501878e-15
20.80077050646001,0.2165924431474405,0.2165924431474419,59,1,0,1.3877787807814457e-15
20.811646428707864,0.2128580906793812,0.21285809067938255,58,1,0,1.3600232051658168e-15
20.88152507869254,0.209123738211322,0.20912373821132318,57,1,0,1.1934897514720433e-15
21.160825358118853,0.2053893857432626,0.20538938574326382,56,1,0,1.2212453270876722e-15
21.19704290576001,0.2016550332752033,0.20165503327520448,55,1,0,1.1934897514720433e-15
21.390875593969927,0.1979206808071439,0.19792068080714514,54,1,0,1.2490009027033011e-15
21.600948219354304,0.1941863283390846,0.1941863283390858,53,1,0,1.1934897514720433e-15
21.652920164999717,0.1904519758710253,0.19045197587102647,52,1,0,1.1657341758564144e-15
21.7572103372844,0.186717623402966,0.18671762340296713,51,1,0,1.1379786002407855e-15
22.26078557472738,0.1829832709349066,0.1829832709349078,50,1,0,1.1934897514720433e-15
22.536530145467644,0.1792489184668474,0.17924891846684846,49,1,0,1.0547118733938987e-15
22.82866416659553,0.175514565998788,0.17551456599878912,48,1,0,1.1102230246251565e-15
23.84711051666719,0.1717802135307287,0.17178021353072978,47,1,0,1.0824674490095276e-15
24.0,0.1717802135307287,0.17178021353072978,46,0,46,1.0824674490095276e-15
